1	2	3	4	5	6	7	8
hasTemp	refractory is defined as persistent disease after at least [s1] @NUMBER [e1] courses of chemotherapy	refractory is defined as persistent disease after at least @NUMBER courses of [s2] chemotherapy [e2]	lower_bound	treatment	69_0	69_1	69.0
hasTemp	[s1] steroid therapy [e1] for anti-neoplastic intent within @NUMBER days	steroid therapy for anti-neoplastic intent within [s2] @NUMBER days [e2]	treatment	upper_bound	70_0	70_1	70.0
hasValue	greater than [s1] @NUMBER years [e1] of age	greater than @NUMBER years of [s2] age [e2]	lower_bound	age	71_0	71_1	71.0
hasValue	less than or equal to [s1] @NUMBER years [e1] of age	less than or equal to @NUMBER years of [s2] age [e2]	upper_bound	age	72_0	72_1	72.0
hasValue	[s1] weigh [e1] greater than or equal to @NUMBER kg	weigh greater than or equal to [s2] @NUMBER kg [e2]	clinical_variable	lower_bound	73_0	73_1	73.0
NonRel	age [s1] @NUMBER [e1] - @NUMBER	age @NUMBER - [s2] @NUMBER [e2]	lower_bound	upper_bound	74_1	74_2	74.0
NonRel	tonnis grade [s1] @NUMBER [e1] or @NUMBER osteoarthritis ( minimal or no arthritis )	tonnis grade @NUMBER or [s2] @NUMBER [e2] osteoarthritis ( minimal or no arthritis )	lower_bound	upper_bound	75_1	75_2	75.0
hasValue	a score of [s1] @NUMBER [e1] or greater on the mmse ( mini-mental state examination )	a score of @NUMBER or greater on the [s2] mmse ( mini-mental state examination ) [e2]	lower_bound	clinical_variable	76_0	76_1	76.0
NonRel	age : [s1] @NUMBER [e1] - @NUMBER	age : @NUMBER - [s2] @NUMBER [e2]	lower_bound	upper_bound	77_1	77_2	77.0
hasValue	score of [s1] @NUMBER [e1] or below on the mmse ( mini-mental state examination )	score of @NUMBER or below on the [s2] mmse ( mini-mental state examination ) [e2]	upper_bound	clinical_variable	78_0	78_1	78.0
NonRel	aged [s1] @NUMBER [e1] - @NUMBER years	aged @NUMBER - [s2] @NUMBER years [e2]	lower_bound	upper_bound	79_1	79_2	79.0
NonRel	[s1] women [e1] who had or will have a mammogram within @NUMBER months of their pcp visit	women who had or will have a [s2] mammogram [e2] within @NUMBER months of their pcp visit	gender	treatment	81_0	81_1	81.0
hasValue	[s1] absolute neutrophil count [e1] > @NUMBER / mcl	absolute neutrophil count > [s2] @NUMBER / mcl [e2]	clinical_variable	lower_bound	82_0	82_1	82.0
hasValue	[s1] age [e1] > @NUMBER years	age > [s2] @NUMBER years [e2]	age	lower_bound	83_0	83_1	83.0
hasValue	[s1] alkaline phosphatase [e1] < @NUMBER times institutional upper limit of normal	alkaline phosphatase < [s2] @NUMBER times institutional upper limit of normal [e2]	clinical_variable	upper_bound	84_0	84_1	84.0
hasValue	[s1] aspartate aminotransferase / alanine aminotransferases [e1] < @NUMBER times institutional upper limit of normal	aspartate aminotransferase / alanine aminotransferases < [s2] @NUMBER times institutional upper limit of normal [e2]	clinical_variable	upper_bound	85_0	85_1	85.0
NonRel	eastern cooperative oncology group ( ecog ) performance status [s1] @NUMBER [e1] or @NUMBER	eastern cooperative oncology group ( ecog ) performance status @NUMBER or [s2] @NUMBER [e2]	lower_bound	upper_bound	86_1	86_2	86.0
NonRel	patients must have [s1] liver tumors [e1] requiring a major liver resection , defined as removing at least three anatomical segments in patients without liver disease and two segments in patients with cirrhosis / fibrosis of the liver	patients must have liver tumors requiring a [s2] major liver resection [e2] , defined as removing at least three anatomical segments in patients without liver disease and two segments in patients with cirrhosis / fibrosis of the liver	cancer	treatment	87_0	87_1	87.0
NonRel	patients must have liver tumors requiring a [s1] major liver resection [e1] , defined as removing at least three anatomical segments in patients without liver disease and two segments in patients with cirrhosis / fibrosis of the liver	patients must have liver tumors requiring a major liver resection , defined as removing at least three anatomical segments in patients without [s2] liver disease [e2] and two segments in patients with cirrhosis / fibrosis of the liver	treatment	chronic_disease	87_1	87_3	87.0
NonRel	patients must have liver tumors requiring a major liver resection , defined as removing at least three anatomical segments in patients without [s1] liver disease [e1] and two segments in patients with cirrhosis / fibrosis of the liver	patients must have liver tumors requiring a major liver resection , defined as removing at least three anatomical segments in patients without liver disease and two segments in patients with [s2] cirrhosis [e2] / fibrosis of the liver	chronic_disease	chronic_disease	87_3	87_4	87.0
NonRel	patients must have liver tumors requiring a major liver resection , defined as removing at least three anatomical segments in patients without liver disease and two segments in patients with [s1] cirrhosis [e1] / fibrosis of the liver	patients must have liver tumors requiring a major liver resection , defined as removing at least three anatomical segments in patients without liver disease and two segments in patients with cirrhosis / [s2] fibrosis of the liver [e2]	chronic_disease	chronic_disease	87_4	87_5	87.0
hasValue	[s1] platelets [e1] > @NUMBER / mcl	platelets > [s2] @NUMBER / mcl [e2]	clinical_variable	lower_bound	88_0	88_1	88.0
NonRel	subject has received [s1] treatment [e1] for any type of cancer within @NUMBER years of the baseline visit except skin cancer and cervical cancer ( in situ ) are allowed if at least @NUMBER year before the baseline visit	subject has received treatment for any type of [s2] cancer [e2] within @NUMBER years of the baseline visit except skin cancer and cervical cancer ( in situ ) are allowed if at least @NUMBER year before the baseline visit	treatment	cancer	89_0	89_1	89.0
NonRel	subject has received treatment for any type of [s1] cancer [e1] within @NUMBER years of the baseline visit except skin cancer and cervical cancer ( in situ ) are allowed if at least @NUMBER year before the baseline visit	subject has received treatment for any type of cancer within @NUMBER years of the baseline visit except [s2] skin cancer [e2] and cervical cancer ( in situ ) are allowed if at least @NUMBER year before the baseline visit	cancer	cancer	89_1	89_3	89.0
NonRel	subject has received treatment for any type of cancer within @NUMBER years of the baseline visit except [s1] skin cancer [e1] and cervical cancer ( in situ ) are allowed if at least @NUMBER year before the baseline visit	subject has received treatment for any type of cancer within @NUMBER years of the baseline visit except skin cancer and [s2] cervical cancer ( in situ ) [e2] are allowed if at least @NUMBER year before the baseline visit	cancer	cancer	89_3	89_4	89.0
hasValue	subjects must have an [s1] investigator global assessment ( iga ) grade [e1] of at least @NUMBER ( moderate ) at the baseline visit	subjects must have an investigator global assessment ( iga ) grade of at least [s2] @NUMBER [e2] ( moderate ) at the baseline visit	clinical_variable	lower_bound	90_0	90_1	90.0
NonRel	subjects with [s1] psoriasis [e1] involving ≥ @NUMBER % body surface area ( bsa ) , not including the face , scalp , groin , axillae and other intertriginous areas at the baseline visit	subjects with psoriasis involving ≥ @NUMBER % [s2] body surface area ( bsa ) [e2] , not including the face , scalp , groin , axillae and other intertriginous areas at the baseline visit	chronic_disease	clinical_variable	91_0	91_2	91.0
NonRel	potential [s1] postoperative visual acuity [e1] of bcdva @NUMBER logmar ( @NUMBER / @NUMBER ) or better in both eyes	potential postoperative visual acuity of [s2] bcdva @NUMBER logmar [e2] ( @NUMBER / @NUMBER ) or better in both eyes	treatment	clinical_variable	92_0	92_1	92.0
hasValue	preoperative [s1] bcdva [e1] worse than @NUMBER logmar ( @NUMBER / @NUMBER ) with or without glare	preoperative bcdva worse than [s2] @NUMBER logmar [e2] ( @NUMBER / @NUMBER ) with or without glare	clinical_variable	lower_bound	93_0	93_1	93.0
hasValue	[s1] pupil size [e1] greater or equal to 6.0mm after dilation	pupil size greater or equal to [s2] 6.0mm [e2] after dilation	clinical_variable	lower_bound	94_0	94_1	94.0
NonRel	subjects with diagnosed degenerative [s1] visual disorders [e1] ( e.g . macular degeneration or other retinal disorders ) that are predicted to cause future acuity losses to a level worse than @NUMBER logmar ( @NUMBER / @NUMBER )	subjects with diagnosed degenerative visual disorders ( e.g . [s2] macular degeneration [e2] or other retinal disorders ) that are predicted to cause future acuity losses to a level worse than @NUMBER logmar ( @NUMBER / @NUMBER )	chronic_disease	chronic_disease	95_0	95_1	95.0
NonRel	subjects with diagnosed degenerative visual disorders ( e.g . [s1] macular degeneration [e1] or other retinal disorders ) that are predicted to cause future acuity losses to a level worse than @NUMBER logmar ( @NUMBER / @NUMBER )	subjects with diagnosed degenerative visual disorders ( e.g . macular degeneration or other [s2] retinal disorders [e2] ) that are predicted to cause future acuity losses to a level worse than @NUMBER logmar ( @NUMBER / @NUMBER )	chronic_disease	chronic_disease	95_1	95_2	95.0
NonRel	subjects with diagnosed degenerative visual disorders ( e.g . macular degeneration or other [s1] retinal disorders [e1] ) that are predicted to cause future acuity losses to a level worse than @NUMBER logmar ( @NUMBER / @NUMBER )	subjects with diagnosed degenerative visual disorders ( e.g . macular degeneration or other retinal disorders ) that are predicted to cause future [s2] acuity losses [e2] to a level worse than @NUMBER logmar ( @NUMBER / @NUMBER )	chronic_disease	clinical_variable	95_2	95_3	95.0
hasValue	subjects with less than [s1] 1.0d [e1] of corneal astigmatism	subjects with less than 1.0d of [s2] corneal astigmatism [e2]	upper_bound	clinical_variable	96_0	96_1	96.0
hasTemp	[s1] twenty-two years [e1] or older at the time of surgery and diagnosed with bilateral cataracts	twenty-two years or older at the time of [s2] surgery [e2] and diagnosed with bilateral cataracts	lower_bound	treatment	97_0	97_1	97.0
NonRel	[s1] normotensive [e1] < @NUMBER / @NUMBER mmhg hypertensive ≥ @NUMBER / @NUMBER mmhg and < @NUMBER / @NUMBER mmhg	normotensive < @NUMBER / @NUMBER mmhg [s2] hypertensive [e2] ≥ @NUMBER / @NUMBER mmhg and < @NUMBER / @NUMBER mmhg	clinical_variable	clinical_variable	99_0	99_2	99.0
NonRel	normotensive < [s1] @NUMBER / @NUMBER mmhg [e1] hypertensive ≥ @NUMBER / @NUMBER mmhg and < @NUMBER / @NUMBER mmhg	normotensive < @NUMBER / @NUMBER mmhg hypertensive ≥ [s2] @NUMBER / @NUMBER mmhg [e2] and < @NUMBER / @NUMBER mmhg	upper_bound	lower_bound	99_1	99_3	99.0
NonRel	normotensive < @NUMBER / @NUMBER mmhg hypertensive ≥ [s1] @NUMBER / @NUMBER mmhg [e1] and < @NUMBER / @NUMBER mmhg	normotensive < @NUMBER / @NUMBER mmhg hypertensive ≥ @NUMBER / @NUMBER mmhg and < [s2] @NUMBER / @NUMBER mmhg [e2]	lower_bound	upper_bound	99_3	99_4	99.0
hasValue	[s1] bmi [e1] > @NUMBER kg / m2	bmi > [s2] @NUMBER kg / m2 [e2]	bmi	lower_bound	100_0	100_1	100.0
NonRel	age [s1] @NUMBER [e1] to @NUMBER years	age @NUMBER to [s2] @NUMBER years [e2]	lower_bound	upper_bound	101_1	101_2	101.0
NonRel	diagnosed [s1] diabetics [e1] or hba1c > @NUMBER	diagnosed diabetics or [s2] hba1c [e2] > @NUMBER	chronic_disease	clinical_variable	102_0	102_1	102.0
hasValue	[s1] life expectancy [e1] < @NUMBER year	life expectancy < [s2] @NUMBER year [e2]	clinical_variable	upper_bound	103_0	103_1	103.0
NonRel	child has completed [s1] cancer treatment [e1] and is up to @NUMBER years post-treatment	child has completed cancer treatment and is up to @NUMBER years [s2] post-treatment [e2]	treatment	treatment	104_0	104_2	104.0
NonRel	eastern cooperative oncology group ( ecog ) performance status [s1] @NUMBER [e1] - @NUMBER	eastern cooperative oncology group ( ecog ) performance status @NUMBER - [s2] @NUMBER [e2]	lower_bound	upper_bound	105_1	105_2	105.0
NonRel	history of [s1] malignancy [e1] other than nslcl within @NUMBER years prior to screening	history of malignancy other than [s2] nslcl [e2] within @NUMBER years prior to screening	cancer	cancer	106_0	106_1	106.0
NonRel	significant [s1] cardiovascular disease [e1] , such as new york heart association cardiac disease ( class ii or greater ) , myocardial infarction , or cerebrovascular accident within @NUMBER months prior to randomization , unstable arrhythmias , or unstable angina	significant cardiovascular disease , such as [s2] new york heart association cardiac disease [e2] ( class ii or greater ) , myocardial infarction , or cerebrovascular accident within @NUMBER months prior to randomization , unstable arrhythmias , or unstable angina	chronic_disease	clinical_variable	107_0	107_1	107.0
NonRel	significant cardiovascular disease , such as [s1] new york heart association cardiac disease [e1] ( class ii or greater ) , myocardial infarction , or cerebrovascular accident within @NUMBER months prior to randomization , unstable arrhythmias , or unstable angina	significant cardiovascular disease , such as new york heart association cardiac disease ( class ii or greater ) , [s2] myocardial infarction [e2] , or cerebrovascular accident within @NUMBER months prior to randomization , unstable arrhythmias , or unstable angina	clinical_variable	chronic_disease	107_1	107_3	107.0
NonRel	significant cardiovascular disease , such as new york heart association cardiac disease ( class ii or greater ) , [s1] myocardial infarction [e1] , or cerebrovascular accident within @NUMBER months prior to randomization , unstable arrhythmias , or unstable angina	significant cardiovascular disease , such as new york heart association cardiac disease ( class ii or greater ) , myocardial infarction , or [s2] cerebrovascular accident [e2] within @NUMBER months prior to randomization , unstable arrhythmias , or unstable angina	chronic_disease	chronic_disease	107_3	107_4	107.0
